X,Y,FID
-48.58524,-25.8649,ports_harbor.3039
-48.32779,-25.3014,ports_harbor.3040
-64.59019,10.24756,ports_harbor.3041
-66.90683,17.96306,ports_harbor.3042
113.425,23.0855,ports_harbor.3043
113.0873,22.19339,ports_harbor.3044
-85.88416,16.44843,ports_harbor.3045
-36.31845,-5.10745,ports_harbor.3046
17.0865,69.348,ports_harbor.3047
11.419,58.2125,ports_harbor.3048
-23.2495,64.924,ports_harbor.3049
9.6205,53.5645,ports_harbor.3050
-8.860358,42.49649,ports_harbor.3051
5.8453,53.09785,ports_harbor.3052
8.481284,53.46714,ports_harbor.3053
8.945488,50.09349,ports_harbor.3054
4.821837,51.9218,ports_harbor.3055
6.56856,53.22389,ports_harbor.3056
-3.447,47.6439,ports_harbor.3057
10.9575,54.139,ports_harbor.3058
-22.427,63.8355,ports_harbor.3059
8.587446,58.33215,ports_harbor.3060
-0.07399333,53.58099,ports_harbor.3061
112.662,-7.1545,ports_harbor.3062
-61.6188,12.12254,ports_harbor.3063
10.9255,56.4125,ports_harbor.3064
7.10294,53.50449,ports_harbor.3065
-6.133897,54.03377,ports_harbor.3066
-4.761827,55.95658,ports_harbor.3067
-6.984442,55.20235,ports_harbor.3068
-88.01801,44.512,ports_harbor.3069
55.32462,26.26348,ports_harbor.3070
1.725716,52.59172,ports_harbor.3071
-87.827,42.308,ports_harbor.3072
0.3865967,51.445,ports_harbor.3073
5.739255,51.75845,ports_harbor.3074
-3.222813,55.98384,ports_harbor.3075
-3.705,56.0285,ports_harbor.3076
-73.7265,18.58951,ports_harbor.3077
-1.04873,49.38853,ports_harbor.3078
0.9940777,49.363,ports_harbor.3079
-86.2245,43.0715,ports_harbor.3080
-73.59235,18.55188,ports_harbor.3081
-85.93926,11.92765,ports_harbor.3082
-14.027,28.203,ports_harbor.3083
6.672485,52.60639,ports_harbor.3084
136.7692,34.2782,ports_harbor.3085
-61.57127,16.13787,ports_harbor.3086
-59.26489,-29.12982,ports_harbor.3087
50.08165,40.34704,ports_harbor.3088
-1.945199,49.71497,ports_harbor.3089
-4.811579,55.95984,ports_harbor.3090
1.906206,36.57567,ports_harbor.3091
4.278315,51.79281,ports_harbor.3092
4.6995,52.0125,ports_harbor.3093
-68.38316,12.21889,ports_harbor.3094
11.883,57.6995,ports_harbor.3095
-1.127214,50.80133,ports_harbor.3096
29.96469,60.03039,ports_harbor.3097
6.062805,53.01089,ports_harbor.3098
4.966045,51.83736,ports_harbor.3099
-0.8787271,53.6985,ports_harbor.3100
-161.5843,59.1166,ports_harbor.3101
-90.4,29.98333,ports_harbor.3102
0.2112319,49.4736,ports_harbor.3103
-72.70808,19.44446,ports_harbor.3104
7.078322,43.56542,ports_harbor.3105
28.0517,43.30123,ports_harbor.3106
-90.26201,29.37925,ports_harbor.3107
136.6961,34.3461,ports_harbor.3108
5.770835,53.01138,ports_harbor.3109
128.5768,34.91655,ports_harbor.3110
3.89109,51.51127,ports_harbor.3111
6.987906,50.84752,ports_harbor.3112
-81.729,43.7425,ports_harbor.3113
23.74211,37.86429,ports_harbor.3114
23.61506,39.16593,ports_harbor.3115
12.35275,56.9302,ports_harbor.3116
-4.818038,56.13034,ports_harbor.3117
-4.336425,55.86991,ports_harbor.3118
151.246,-23.8055,ports_harbor.3119
25.9752,43.88791,ports_harbor.3120
178.0225,-38.6745,ports_harbor.3121
11.68333,-7.633333,ports_harbor.3122
147.735,-37.99,ports_harbor.3123
15.90183,38.45494,ports_harbor.3124
-64.47331,18.3878,ports_harbor.3125
12.16667,-7.533333,ports_harbor.3126
12.309,56.1265,ports_harbor.3127
114.435,-8.1605,ports_harbor.3128
-5.66688,43.54509,ports_harbor.3129
10.9205,42.3595,ports_harbor.3130
6.075865,52.73306,ports_harbor.3131
6.055595,51.99973,ports_harbor.3132
-5.36475,36.1438,ports_harbor.3133
-76.12659,21.10841,ports_harbor.3134
-1.865,35.105,ports_harbor.3135
10.23,37.1525,ports_harbor.3136
54.85448,24.88916,ports_harbor.3137
56.07242,26.00075,ports_harbor.3138
6.210745,53.23935,ports_harbor.3139
114.594,-28.7745,ports_harbor.3140
-58.1781,6.799966,ports_harbor.3141
-81.38854,19.30014,ports_harbor.3142
8.790501,-0.7095,ports_harbor.3143
3.766277,51.11953,ports_harbor.3144
8.909109,44.40355,ports_harbor.3145
-57.90738,-63.31713,ports_harbor.3146
6.049485,52.62107,ports_harbor.3147
5.095135,51.73153,ports_harbor.3148
125.146,6.0535,ports_harbor.3149
29.11552,40.4274,ports_harbor.3150
7.664517,52.01714,ports_harbor.3151
4.84838,51.93517,ports_harbor.3152
38.0357,44.56852,ports_harbor.3153
5.29629,51.883,ports_harbor.3154
14.24899,37.04812,ports_harbor.3155
5.068,60.393,ports_harbor.3156
7.193,62.103,ports_harbor.3157
4.85152,51.70068,ports_harbor.3158
144.3708,-38.1131,ports_harbor.3159
11.9265,54.5705,ports_harbor.3160
29.37558,40.75547,ports_harbor.3161
-44.231,-23.057,ports_harbor.3162
103.3968,3.968294,ports_harbor.3163
18.5264,54.53205,ports_harbor.3164
18.67575,54.37815,ports_harbor.3165
-12.38693,7.805169,ports_harbor.3166
15.26243,44.09235,ports_harbor.3167
17.2,60.6865,ports_harbor.3168
54.85152,26.52085,ports_harbor.3169
-2.905114,53.34895,ports_harbor.3170
1.900062,41.2503,ports_harbor.3171
6.49414,53.30499,ports_harbor.3172
-78.36522,8.070023,ports_harbor.3173
83.24045,17.62464,ports_harbor.3174
-0.1538433,38.99523,ports_harbor.3175
50.51376,29.55722,ports_harbor.3176
28.2545,71.06265,ports_harbor.3177
129,35.08333,ports_harbor.3178
10.3093,36.92094,ports_harbor.3179
137.2315,34.81599,ports_harbor.3180
-9.048935,53.26978,ports_harbor.3181
-94.79837,29.3197,ports_harbor.3182
17.98531,40.05947,ports_harbor.3183
-90.30048,29.44101,ports_harbor.3184
80.23003,6.03161,ports_harbor.3185
-63.0845,18.0825,ports_harbor.3186
-36.27553,-5.094877,ports_harbor.3187
22.38758,38.3795,ports_harbor.3188
28.09978,45.41911,ports_harbor.3189
50.6592,26.29084,ports_harbor.3190
-8.738666,40.61321,ports_harbor.3191
13.57331,41.22522,ports_harbor.3192
5.542235,52.96567,ports_harbor.3193
119.4351,26.00031,ports_harbor.3194
51.36147,26.06611,ports_harbor.3195
133.5076,34.49719,ports_harbor.3196
18.92572,59.66274,ports_harbor.3197
13.5965,45.177,ports_harbor.3198
-16.90944,32.64445,ports_harbor.3199
129.7246,33.41346,ports_harbor.3200
145.1984,44.02121,ports_harbor.3201
141.0341,45.44902,ports_harbor.3202
139.9591,35.66734,ports_harbor.3203
133.4325,34.45462,ports_harbor.3204
137.1108,34.64338,ports_harbor.3205
137.905,34.66572,ports_harbor.3206
135.1346,34.3214,ports_harbor.3207
132.598,32.94357,ports_harbor.3208
56.36583,25.16122,ports_harbor.3209
136.843,34.76552,ports_harbor.3210
-6.8025,62.235,ports_harbor.3211
7.685822,52.04591,ports_harbor.3212
-92.65775,18.52975,ports_harbor.3213
8.802216,63.63847,ports_harbor.3214
16.47535,48.1774,ports_harbor.3215
115.742,-32.053,ports_harbor.3216
-13.223,8.492001,ports_harbor.3217
13.73185,54.13725,ports_harbor.3218
13.64835,54.15445,ports_harbor.3219
-86.13333,30.48333,ports_harbor.3220
-95.3055,28.952,ports_harbor.3221
54.36336,24.52089,ports_harbor.3222
13.17048,68.08273,ports_harbor.3223
10.9495,59.1908,ports_harbor.3224
-64.88888,17.7135,ports_harbor.3225
10.542,57.4365,ports_harbor.3226
9.748,55.5565,ports_harbor.3227
-2.000443,57.69288,ports_harbor.3228
-86.23801,44.629,ports_harbor.3229
5.536935,53.18974,ports_harbor.3230
-7.25018,43.5691,ports_harbor.3231
-9.106087,52.6138,ports_harbor.3232
-4.631142,50.33558,ports_harbor.3233
-90.20738,29.12,ports_harbor.3234
-1.094775,45.98354,ports_harbor.3235
14.51026,42.2499,ports_harbor.3236
5.636,62.342,ports_harbor.3237
4.86513,43.4229,ports_harbor.3238
-55.83073,47.07184,ports_harbor.3239
-37.78602,-4.45518,ports_harbor.3240
-38.49541,-3.709898,ports_harbor.3241
-71.82433,19.66668,ports_harbor.3242
-80.1343,26.14285,ports_harbor.3243
-61.05058,14.59321,ports_harbor.3244
-42.01749,-22.97462,ports_harbor.3245
8.238501,40.9865,ports_harbor.3246
13.61156,41.25555,ports_harbor.3247
1.417646,38.73394,ports_harbor.3248
13.85,40.73333,ports_harbor.3249
43.7555,-12.2895,ports_harbor.3250
24.95121,36.61344,ports_harbor.3251
-0.35,39.53333,ports_harbor.3252
26.74547,38.6705,ports_harbor.3253
-3.124526,58.84008,ports_harbor.3254
5.23093,60.41434,ports_harbor.3255
5.0355,61.5965,ports_harbor.3256
16.586,57.5435,ports_harbor.3257
23.68419,37.93555,ports_harbor.3258
5.45934,52.55209,ports_harbor.3259
9.438,54.799,ports_harbor.3260
8.005279,58.0792,ports_harbor.3261
-3.008,53.922,ports_harbor.3262
-85.78213,10.44181,ports_harbor.3263
11.282,58.59781,ports_harbor.3264
12.2331,41.7709,ports_harbor.3265
11.27182,58.35622,ports_harbor.3266
6.27681,62.44059,ports_harbor.3267
-4.980969,52.00544,ports_harbor.3268
-80.13333,25.76667,ports_harbor.3269
9.372647,54.15196,ports_harbor.3270
48.12681,29.16693,ports_harbor.3271
17.977,69.236,ports_harbor.3272
-4.835678,56.11427,ports_harbor.3273
8.341026,44.16857,ports_harbor.3274
48.65124,44.96672,ports_harbor.3275
-8.846304,40.14291,ports_harbor.3276
16.559,57.3735,ports_harbor.3277
29.10411,36.63578,ports_harbor.3278
52.56065,36.69987,ports_harbor.3279
35.39091,45.0285,ports_harbor.3280
-9.861848,52.27054,ports_harbor.3281
1.298108,51.95905,ports_harbor.3282
-57.92138,-30.996,ports_harbor.3283
0.3755255,49.76215,ports_harbor.3284
13.80212,44.92732,ports_harbor.3285
-1.329247,50.83841,ports_harbor.3286
-4.820702,56.05993,ports_harbor.3287
6.792,58.0875,ports_harbor.3288
19.0565,57.865,ports_harbor.3289
23.4204,37.9838,ports_harbor.3290
33.952,35.1395,ports_harbor.3291
88.10296,22.2841,ports_harbor.3292
-5.0732,50.16093,ports_harbor.3293
-61.77407,17.0208,ports_harbor.3294
12.48275,56.89314,ports_harbor.3295
23.66753,37.94041,ports_harbor.3296
13.38581,43.64024,ports_harbor.3297
18.9075,46.428,ports_harbor.3298
-81.279,41.759,ports_harbor.3299
-73.98376,40.81231,ports_harbor.3300
-1.604089,59.5392,ports_harbor.3301
-82.6525,42.6745,ports_harbor.3302
10.235,55.094,ports_harbor.3303
114.138,-21.9525,ports_harbor.3304
-3.419151,50.61484,ports_harbor.3305
-122.205,48.004,ports_harbor.3306
26.1805,37.632,ports_harbor.3307
-64.35959,18.51023,ports_harbor.3308
18.7325,47.797,ports_harbor.3309
-9.398342,38.70175,ports_harbor.3310
-9.774043,31.50737,ports_harbor.3311
-77.12968,17.88882,ports_harbor.3312
-123.4283,48.4351,ports_harbor.3313
-56.98333,-63.37234,ports_harbor.3314
121.9,-33.8655,ports_harbor.3315
-79.667,1.010795,ports_harbor.3316
29.42272,40.76672,ports_harbor.3317
-14.0245,65.074,ports_harbor.3318
-58.95326,-62.20324,ports_harbor.3319
5.1931,5.608213,ports_harbor.3320
-58.72903,-34.24759,ports_harbor.3321
-87.051,45.7685,ports_harbor.3322
8.441999,55.466,ports_harbor.3323
23.25279,37.38586,ports_harbor.3324
0.1679166,51.49334,ports_harbor.3325
4.35,5.35,ports_harbor.3326
23.79622,38.38567,ports_harbor.3327
31.4088,41.25967,ports_harbor.3328
19.06667,45.52735,ports_harbor.3329
27.80017,40.38894,ports_harbor.3330
-57.88334,-34.86666,ports_harbor.3331
-116.6395,31.85092,ports_harbor.3332
139.1385,35.1924,ports_harbor.3333
14.50092,48.22513,ports_harbor.3334
5.294,52.7015,ports_harbor.3335
5.407311,50.57946,ports_harbor.3336
26.05204,40.69843,ports_harbor.3337
10.2725,55.7605,ports_harbor.3338
141.7824,44.72317,ports_harbor.3339
140.9604,36.96783,ports_harbor.3340
135.1096,33.9915,ports_harbor.3341
3.130523,42.24874,ports_harbor.3342
7.191,53.3475,ports_harbor.3343
8.466,53.23523,ports_harbor.3344
7.1325,62.848,ports_harbor.3345
-2.897235,53.29134,ports_harbor.3346
-85.414,44.8995,ports_harbor.3347
34.94743,29.53306,ports_harbor.3348
23.52811,38.03541,ports_harbor.3349
5.82571,52.45306,ports_harbor.3350
5.53943,52.92446,ports_harbor.3351
33.61701,28.22839,ports_harbor.3352
-116.7019,31.89323,ports_harbor.3353
-7.115745,37.2152,ports_harbor.3354
-68.13652,10.49752,ports_harbor.3355
2.312597,41.47572,ports_harbor.3356
0.912,36.403,ports_harbor.3357
8.441,36.899,ports_harbor.3358
-4.66713,35.20811,ports_harbor.3359
-8.498,33.2555,ports_harbor.3360
-64.06201,10.86678,ports_harbor.3361
-15.38333,27.95,ports_harbor.3362
2.8965,36.801,ports_harbor.3363
29.79964,31.144,ports_harbor.3364
-16.328,28.399,ports_harbor.3365
-3.816752,43.40346,ports_harbor.3366
5.482085,51.44846,ports_harbor.3367
34.93845,29.52855,ports_harbor.3368
134.9114,34.67455,ports_harbor.3369
-7.0895,62.296,ports_harbor.3370
46.96694,-25.06496,ports_harbor.3371
5.991,58.453,ports_harbor.3372
-157.3726,58.21283,ports_harbor.3373
6.833,53.45085,ports_harbor.3374
5.05399,52.51273,ports_harbor.3375
10.66825,56.156,ports_harbor.3376
-2.949321,53.3228,ports_harbor.3377
11.06529,37.04169,ports_harbor.3378
4.953938,52.36108,ports_harbor.3379
0.3280882,50.79357,ports_harbor.3380
27.9061,-33.026,ports_harbor.3381
-85.1335,45.1555,ports_harbor.3382
5.94421,53.13052,ports_harbor.3383
-88.88326,21.39518,ports_harbor.3384
68.96187,22.24625,ports_harbor.3385
-166.5514,53.8784,ports_harbor.3386
6.746788,51.22799,ports_harbor.3387
5.6646,59.0009,ports_harbor.3388
19.45881,41.30761,ports_harbor.3389
4.99411,52.37859,ports_harbor.3390
31.0265,-29.881,ports_harbor.3391
-4.921435,55.94635,ports_harbor.3392
-6.990897,52.14817,ports_harbor.3393
-79.34093,42.49226,ports_harbor.3394
2.172375,51.02329,ports_harbor.3395
170.527,-45.8735,ports_harbor.3396
-2.947493,56.46341,ports_harbor.3397
-6.385752,54.00852,ports_harbor.3398
-84.44099,45.651,ports_harbor.3399
-2.990504,51.16238,ports_harbor.3400
-6.135386,53.29851,ports_harbor.3401
101.4585,1.698,ports_harbor.3402
-92.11925,46.75,ports_harbor.3403
6.7475,51.4455,ports_harbor.3404
13.59922,45.7732,ports_harbor.3405
18.097,42.65269,ports_harbor.3406
-6.206939,53.3455,ports_harbor.3407
55.29378,25.27754,ports_harbor.3408
17.253,43.15248,ports_harbor.3409
16.25,43.15,ports_harbor.3410
-6.320464,53.71917,ports_harbor.3411
22.65209,44.61626,ports_harbor.3412
4.81064,51.70781,ports_harbor.3413
5.812547,51.9672,ports_harbor.3414
13.73531,51.06486,ports_harbor.3415
10.2345,59.738,ports_harbor.3416
12.6785,55.592,ports_harbor.3417
6.054,53.109,ports_harbor.3418
1.329802,51.12254,ports_harbor.3419
-4.4715,54.146,ports_harbor.3420
-86.2045,42.6585,ports_harbor.3421
9.703109,4.046247,ports_harbor.3422
-93.19028,18.44049,ports_harbor.3423
36.15705,36.83784,ports_harbor.3424
7.437,51.533,ports_harbor.3425
6.852,51.0835,ports_harbor.3426
4.68721,51.79691,ports_harbor.3427
11.79169,57.59982,ports_harbor.3428
25.79416,37.09904,ports_harbor.3429
118.9771,38.08194,ports_harbor.3430
117.5084,23.75566,ports_harbor.3431
119.7778,34.41804,ports_harbor.3432
-2.089572,47.30556,ports_harbor.3433
113.6116,22.92799,ports_harbor.3434
-8.330064,51.87569,ports_harbor.3435
-61.4646,15.57257,ports_harbor.3436
-8.682701,42.28444,ports_harbor.3437
6.163665,53.31758,ports_harbor.3438
6.00174,53.32354,ports_harbor.3439
51.552,25.305,ports_harbor.3440
6.286565,51.96481,ports_harbor.3441
6.139095,52.0128,ports_harbor.3442
35.09171,48.45128,ports_harbor.3443
31.9385,46.771,ports_harbor.3444
11.69692,57.99051,ports_harbor.3445
43.11104,11.60146,ports_harbor.3446
10.74244,33.71773,ports_harbor.3447
5.891,36.825,ports_harbor.3448
52.40556,24.95157,ports_harbor.3449
54.57261,26.57621,ports_harbor.3450
7.28,53.317,ports_harbor.3451
4.37955,51.65229,ports_harbor.3452
-84.23763,22.48992,ports_harbor.3453
-158.4686,59.0369,ports_harbor.3454
29.53376,40.76661,ports_harbor.3455
26.88526,39.07015,ports_harbor.3456
72.97226,18.26925,ports_harbor.3457
1.088792,49.92559,ports_harbor.3458
-1.859756,49.55219,ports_harbor.3459
49.2851,-12.27732,ports_harbor.3460
27.26052,37.33659,ports_harbor.3461
-88.89097,30.42044,ports_harbor.3462
8.085951,43.90916,ports_harbor.3463
-60.64595,-32.06159,ports_harbor.3464
33.7382,34.98048,ports_harbor.3465
146.3655,-41.1815,ports_harbor.3466
6.178055,52.25684,ports_harbor.3467
-83.1225,42.258,ports_harbor.3468
30.76414,46.41708,ports_harbor.3469
22.65608,32.76101,ports_harbor.3470
29.83959,40.75082,ports_harbor.3471
18.60148,42.43464,ports_harbor.3472
0.1153433,38.84196,ports_harbor.3473
3.892,51.741,ports_harbor.3474
5.03696,52.93619,ports_harbor.3475
4.7811,52.9534,ports_harbor.3476
4.312055,52.07344,ports_harbor.3477
4.28358,51.71645,ports_harbor.3478
3.917,36.9145,ports_harbor.3479
6.924,53.3205,ports_harbor.3480
4.35571,51.99949,ports_harbor.3481
-75.58943,39.57603,ports_harbor.3482
3.526896,50.99154,ports_harbor.3483
-52.27431,4.853934,ports_harbor.3484
12.9595,48.813,ports_harbor.3485
5.94749,53.09964,ports_harbor.3486
51.90465,27.83312,ports_harbor.3487
-71.4115,41.6045,ports_harbor.3488
77.96667,-68.56667,ports_harbor.3489
125.6105,7.094,ports_harbor.3490
52.891,25.1465,ports_harbor.3491
130.84,-12.483,ports_harbor.3492
-3.576767,50.35736,ports_harbor.3493
16.3815,54.4315,ports_harbor.3494
56.06083,26.96794,ports_harbor.3495
-8.790748,42.24862,ports_harbor.3496
39.29821,-6.826,ports_harbor.3497
-80.11161,26.05381,ports_harbor.3498
124.2355,39.90644,ports_harbor.3499
-117.6986,33.45929,ports_harbor.3500
116.7175,-20.621,ports_harbor.3501
50.1485,26.441,ports_harbor.3502
31.761,31.468,ports_harbor.3503
-18.525,65.972,ports_harbor.3504
18.98737,45.48068,ports_harbor.3505
121.7786,38.99,ports_harbor.3506
-79.2625,43.206,ports_harbor.3507
-73.65677,-42.38387,ports_harbor.3508
-15.933,23.6775,ports_harbor.3509
-17.4275,14.681,ports_harbor.3510
129.6968,28.4891,ports_harbor.3511
72.49651,21.6835,ports_harbor.3512
0.1442677,51.51493,ports_harbor.3513
120.834,33.3075,ports_harbor.3514
73.1571,17.55123,ports_harbor.3515
108.2343,16.09736,ports_harbor.3516
113.8702,22.53809,ports_harbor.3517
-9.820999,30.8385,ports_harbor.3518
8.70865,53.864,ports_harbor.3519
-90.33711,29.54162,ports_harbor.3520
-0.6660122,45.12444,ports_harbor.3521
-44.43592,-22.96978,ports_harbor.3522
-64.12091,10.47018,ports_harbor.3523
-1.000903,60.69975,ports_harbor.3524
-0.2543592,39.16258,ports_harbor.3525
5.225235,51.95763,ports_harbor.3526
-61.0145,13.9835,ports_harbor.3527
5.850195,51.73869,ports_harbor.3528
-64.7965,18.33051,ports_harbor.3529
17.13722,39.08009,ports_harbor.3530
-8.298744,51.80444,ports_harbor.3531
-63.0715,18.217,ports_harbor.3532
-79.90707,9.345102,ports_harbor.3533
-61.6204,10.68063,ports_harbor.3534
14.40808,44.95165,ports_harbor.3535
9.9964,45.13519,ports_harbor.3536
-133.1441,55.47594,ports_harbor.3537
-86.9626,20.49392,ports_harbor.3538
-87.62418,13.31233,ports_harbor.3539
-1.292674,50.75748,ports_harbor.3540
-5.094481,50.02261,ports_harbor.3541
-76.382,38.3895,ports_harbor.3542
-9.145387,38.66952,ports_harbor.3543
-8.370495,43.35376,ports_harbor.3544
-58.83239,-27.47903,ports_harbor.3545
-72.88931,19.54527,ports_harbor.3546
-13.863,28.7415,ports_harbor.3547
-13.86667,28.73333,ports_harbor.3548
-88.54053,13.20531,ports_harbor.3549
-97.3457,27.8415,ports_harbor.3550
-88.38243,18.38572,ports_harbor.3551
-73.1665,-37.035,ports_harbor.3552
-117.1667,32.68333,ports_harbor.3553
-74.729,45.0115,ports_harbor.3554
-83.05286,12.16839,ports_harbor.3555
-8.43568,51.9004,ports_harbor.3556
-87.17017,12.48116,ports_harbor.3557
22.98447,37.93434,ports_harbor.3558
22.93752,37.94296,ports_harbor.3559
-6.049174,37.28279,ports_harbor.3560
-145.7619,60.54745,ports_harbor.3561
-61.568,10.678,ports_harbor.3562
-73.89056,18.56978,ports_harbor.3563
-71.32996,-29.94765,ports_harbor.3564
12.609,55.701,ports_harbor.3565
-64.51425,18.38491,ports_harbor.3566
-73.2385,45.859,ports_harbor.3567
-79.03603,8.626339,ports_harbor.3568
28.684,44.1313,ports_harbor.3569
-80.5505,41.9725,ports_harbor.3570
-6.136401,36.29412,ports_harbor.3571
31,-29.86667,ports_harbor.3572
-58.00876,-31.40156,ports_harbor.3573
-71.54074,-32.92897,ports_harbor.3574
-58.22419,-32.4837,ports_harbor.3575
-44.18019,-23.03602,ports_harbor.3576
-58.38733,-62.0829,ports_harbor.3577
1.526311,41.17765,ports_harbor.3578
79.8465,6.9535,ports_harbor.3579
6.5725,37.003,ports_harbor.3580
-80.22549,44.512,ports_harbor.3581
-3.462783,43.39514,ports_harbor.3582
3.8465,51.6025,ports_harbor.3583
-53.27057,47.58824,ports_harbor.3584
-81.69739,7.500175,ports_harbor.3585
9.694576,1.084406,ports_harbor.3586
-73.788,42.4805,ports_harbor.3587
6.741645,52.65557,ports_harbor.3588
76.27016,9.957533,ports_harbor.3589
-63.9915,10.79216,ports_harbor.3590
-78.1665,43.9535,ports_harbor.3591
-8.297527,51.84914,ports_harbor.3592
-3.35,47.48333,ports_harbor.3593
-6.222552,53.79839,ports_harbor.3594
0.4549112,51.46313,ports_harbor.3595
-81.6945,41.5125,ports_harbor.3596
-79.60699,43.489,ports_harbor.3597
-65.63333,43.45,ports_harbor.3598
11.77771,42.10126,ports_harbor.3599
3.83314,40.00046,ports_harbor.3600
-71.33449,10.20901,ports_harbor.3601
-63.54527,8.146838,ports_harbor.3602
-7.598228,43.67943,ports_harbor.3603
105.9519,-6.018209,ports_harbor.3604
-80.47382,22.14026,ports_harbor.3605
-1.657676,43.3828,ports_harbor.3606
105.6345,-10.4845,ports_harbor.3607
-64.70451,17.74945,ports_harbor.3608
-82.11371,8.949515,ports_harbor.3609
140.8454,35.74432,ports_harbor.3610
32.69531,45.51279,ports_harbor.3611
-4.935737,35.32745,ports_harbor.3612
113.8765,22.46,ports_harbor.3613
91.832,22.273,ports_harbor.3614
27.96371,45.17558,ports_harbor.3615
-71.64787,10.43388,ports_harbor.3616
-6.429517,36.74615,ports_harbor.3617
26.1412,38.37308,ports_harbor.3618
12.29012,45.22024,ports_harbor.3619
-78.5889,-9.123196,ports_harbor.3620
139.9642,34.9569,ports_harbor.3621
135.1344,34.06432,ports_harbor.3622
-68.26776,10.91831,ports_harbor.3623
-87.607,41.8855,ports_harbor.3624
140.1027,35.57807,ports_harbor.3625
-88.29292,18.49455,ports_harbor.3626
7.385,37.0665,ports_harbor.3627
2.189,36.6115,ports_harbor.3628
-1.622244,49.6469,ports_harbor.3629
80.3,13.107,ports_harbor.3630
-148.0095,60.06502,ports_harbor.3631
53.40403,39.34233,ports_harbor.3632
113.9423,22.30174,ports_harbor.3633
-59.65134,13.28506,ports_harbor.3634
-84.4675,45.6525,ports_harbor.3635
-66.11667,43.75,ports_harbor.3636
11.16061,35.23009,ports_harbor.3637
0.5426216,51.40156,ports_harbor.3638
-63.12972,46.23705,ports_harbor.3639
-85.272,45.3105,ports_harbor.3640
-79.96667,32.85,ports_harbor.3641
-79.91594,32.84346,ports_harbor.3642
54.28366,26.72319,ports_harbor.3643
117.1045,23.56575,ports_harbor.3644
-119.2295,34.1695,ports_harbor.3645
-88.1875,41.4265,ports_harbor.3646
119.9959,31.97386,ports_harbor.3647
121.2849,39.52259,ports_harbor.3648
103.9878,1.382288,ports_harbor.3649
120.7245,37.93061,ports_harbor.3650
-91.91587,14.29566,ports_harbor.3651
50.26228,37.22172,ports_harbor.3652
23.60503,38.44218,ports_harbor.3653
27.61564,36.22137,ports_harbor.3654
-96.12421,15.75587,ports_harbor.3655
-61.64383,10.67383,ports_harbor.3656
-73.51707,-41.82722,ports_harbor.3657
-97.67813,15.96789,ports_harbor.3658
60.60548,25.31749,ports_harbor.3659
60.4245,25.30698,ports_harbor.3660
35.9358,36.87537,ports_harbor.3661
-5.31317,35.89361,ports_harbor.3662
-5.313735,35.89455,ports_harbor.3663
26.32326,38.31829,ports_harbor.3664
28.03393,44.33428,ports_harbor.3665
-77.32574,20.22665,ports_harbor.3666
-77.05697,34.68607,ports_harbor.3667
123.9465,10.315,ports_harbor.3668
-78.3084,22.48266,ports_harbor.3669
-91.97639,20.184,ports_harbor.3670
-52.32831,4.931653,ports_harbor.3671
-69.6285,18.42541,ports_harbor.3672
-67.02695,10.60687,ports_harbor.3673
-123.3868,46.2044,ports_harbor.3674
16.62592,38.83322,ports_harbor.3675
15.09314,37.4922,ports_harbor.3676
106.789,10.76,ports_harbor.3677
-7.031284,43.52835,ports_harbor.3678
18.42558,40.00129,ports_harbor.3679
-73.763,-42.4775,ports_harbor.3680
-61.00251,14.01421,ports_harbor.3681
-9.909307,51.651,ports_harbor.3682
8.702141,40.91321,ports_harbor.3683
0.0204053,39.96701,ports_harbor.3684
14.47453,40.69554,ports_harbor.3685
14.28333,40.88334,ports_harbor.3686
-79.99111,21.75265,ports_harbor.3687
110.5167,-66.28333,ports_harbor.3688
-61.13905,14.64127,ports_harbor.3689
-9.417772,38.69212,ports_harbor.3690
-7.6025,33.61,ports_harbor.3691
-68.90153,18.40026,ports_harbor.3692
-63.24971,10.67503,ports_harbor.3693
-5.398983,36.17816,ports_harbor.3694
-0.9693024,37.58003,ports_harbor.3695
-75.53105,10.347,ports_harbor.3696
-9.017696,42.5204,ports_harbor.3697
3.973634,43.54515,ports_harbor.3698
-58.29346,-34.00646,ports_harbor.3699
8.31171,39.14435,ports_harbor.3700
-7.866431,43.73603,ports_harbor.3701
-1.237009,49.30881,ports_harbor.3702
-61.60206,10.68587,ports_harbor.3703
-75.3765,44.7875,ports_harbor.3704
-81.19755,23.0517,ports_harbor.3705
-74.22874,11.057,ports_harbor.3706
-68.8565,12.0745,ports_harbor.3707
14.24308,40.55658,ports_harbor.3708
-61.22054,15.89006,ports_harbor.3709
18.4356,-33.9095,ports_harbor.3710
-80.6074,28.4409,ports_harbor.3711
-14.49479,26.11557,ports_harbor.3712
9.180405,41.36572,ports_harbor.3713
-72.19704,19.75448,ports_harbor.3714
121.4687,30.81369,ports_harbor.3715
118.4918,38.99504,ports_harbor.3716
0.5573133,51.5116,ports_harbor.3717
-92.08334,19.66667,ports_harbor.3718
-17.0345,20.8215,ports_harbor.3719
-61.32465,12.71235,ports_harbor.3720
7.014958,43.54806,ports_harbor.3721
-16.73489,32.73536,ports_harbor.3722
3.031402,42.70345,ports_harbor.3723
-16.365,28.3575,ports_harbor.3724
-86.80701,21.20025,ports_harbor.3725
-38.95039,-15.68151,ports_harbor.3726
-65.986,45.2075,ports_harbor.3727
-47.91966,-25.01745,ports_harbor.3728
