X,Y,FID
6.924,36.88537,ports_harbor.733
23.492,39.1635,ports_harbor.734
-7.049189,33.8722,ports_harbor.735
-6.106512,53.58483,ports_harbor.736
-57.13788,5.884565,ports_harbor.737
5.934,59.734,ports_harbor.738
-6.7815,62.1585,ports_harbor.739
10.592,57.718,ports_harbor.740
-20.3165,65.8235,ports_harbor.741
32.91131,46.10645,ports_harbor.742
11.3,55.974,ports_harbor.743
50.6529,26.15065,ports_harbor.744
-135.3322,57.05067,ports_harbor.745
26.1105,35.209,ports_harbor.746
1.824251,41.23356,ports_harbor.747
-53.6685,66.9415,ports_harbor.748
-90.04704,21.16244,ports_harbor.749
16.63442,31.21383,ports_harbor.750
54.5545,25.897,ports_harbor.751
10.60627,45.49582,ports_harbor.752
57.07719,26.52715,ports_harbor.753
24.06864,37.74283,ports_harbor.754
15.28471,37.06164,ports_harbor.755
52.60563,24.27185,ports_harbor.756
-62.99825,17.4925,ports_harbor.757
4.1065,51.6035,ports_harbor.758
5.750255,52.91818,ports_harbor.759
35.1425,42.0195,ports_harbor.760
103.7544,1.259366,ports_harbor.761
-8.866331,37.93855,ports_harbor.762
14.356,55.5565,ports_harbor.763
18.437,-34.1875,ports_harbor.764
51.5094,25.54844,ports_harbor.765
-84.39285,39.0399,ports_harbor.766
-91.256,47.2815,ports_harbor.767
-71.25,46.76667,ports_harbor.768
27.7295,59.416,ports_harbor.769
27.2697,44.1213,ports_harbor.770
14.69174,44.37461,ports_harbor.771
51.78981,24.06904,ports_harbor.772
69.81799,22.4604,ports_harbor.773
25.14437,36.6751,ports_harbor.774
-45.54438,-60.70692,ports_harbor.775
-18.898,66.15601,ports_harbor.776
24.66665,36.99234,ports_harbor.777
-10.197,29.357,ports_harbor.778
2.848,36.7635,ports_harbor.779
10.9075,37.02037,ports_harbor.780
10.3515,36.866,ports_harbor.781
1.09683,36.4948,ports_harbor.782
16.30261,38.27951,ports_harbor.783
111.8366,2.283092,ports_harbor.784
15.89807,43.72752,ports_harbor.785
111.0855,21.449,ports_harbor.786
48.16788,29.03937,ports_harbor.787
141.7634,44.53491,ports_harbor.788
-0.2327517,50.82976,ports_harbor.789
139.4878,35.30375,ports_harbor.790
50.80902,28.91754,ports_harbor.791
134.3684,34.25292,ports_harbor.792
132.9137,34.26981,ports_harbor.793
52.47396,27.62275,ports_harbor.794
136.5936,34.82825,ports_harbor.795
133.5177,34.40961,ports_harbor.796
141.0437,38.3185,ports_harbor.797
133.9831,34.60351,ports_harbor.798
137.0033,34.67762,ports_harbor.799
130.9921,33.87466,ports_harbor.800
141.1382,45.20515,ports_harbor.801
56.47308,24.74718,ports_harbor.802
133.7968,34.4371,ports_harbor.803
135.1333,34.11728,ports_harbor.804
130.9238,33.93766,ports_harbor.805
135.4917,33.54676,ports_harbor.806
138.9562,34.66859,ports_harbor.807
138.5064,35.01727,ports_harbor.808
132.962,32.77454,ports_harbor.809
131.8115,32.66767,ports_harbor.810
129.5855,33.27253,ports_harbor.811
128.9182,27.69233,ports_harbor.812
133.1463,34.34846,ports_harbor.813
122.4488,36.89072,ports_harbor.814
133.8992,34.45695,ports_harbor.815
55.91809,26.69198,ports_harbor.816
113.8535,22.5045,ports_harbor.817
19.58622,41.81093,ports_harbor.818
54.7932,26.50384,ports_harbor.819
-72.35094,41.0837,ports_harbor.820
113.912,22.477,ports_harbor.821
0.74245,51.44275,ports_harbor.822
-87.70399,43.7495,ports_harbor.823
-2.475572,51.72242,ports_harbor.824
55.37989,25.36205,ports_harbor.825
115.358,22.7595,ports_harbor.826
116.6715,23.341,ports_harbor.827
58.74784,20.74504,ports_harbor.828
121.601,31.38144,ports_harbor.829
142.0545,49.16234,ports_harbor.830
-65.70642,43.49345,ports_harbor.831
56.08113,26.02945,ports_harbor.832
10.77885,34.728,ports_harbor.833
29.59828,44.8882,ports_harbor.834
-13.998,65.26601,ports_harbor.835
-90.7027,19.64509,ports_harbor.836
-80.18456,40.53278,ports_harbor.837
-6.005573,37.36877,ports_harbor.838
33.50279,44.59806,ports_harbor.839
-8.841969,38.49458,ports_harbor.840
3.708766,43.40362,ports_harbor.841
8.842705,44.41891,ports_harbor.842
18.58333,40.3,ports_harbor.843
8.083333,3.8,ports_harbor.844
24.52046,37.14058,ports_harbor.845
-66.38333,50.2,ports_harbor.846
-43.73554,-22.96099,ports_harbor.847
14.89816,44.99101,ports_harbor.848
103.8087,1.464919,ports_harbor.849
-82.786,42.5895,ports_harbor.850
-151.7155,59.43845,ports_harbor.851
-1.697,4.9405,ports_harbor.852
1.607036,41.18654,ports_harbor.853
58.14797,23.69987,ports_harbor.854
34.88334,32.48333,ports_harbor.855
-122.3643,47.62975,ports_harbor.856
-118.0926,33.73344,ports_harbor.857
-1.325521,54.83615,ports_harbor.858
-64.52402,18.46659,ports_harbor.859
-3.543613,58.61059,ports_harbor.860
15.71575,38.25682,ports_harbor.861
6.725502,51.50729,ports_harbor.862
7.673962,47.53222,ports_harbor.863
4.71653,52.70589,ports_harbor.864
4.853195,51.94898,ports_harbor.865
25.50965,36.87037,ports_harbor.866
4.399076,51.91389,ports_harbor.867
4.258,52.102,ports_harbor.868
4.964585,52.38172,ports_harbor.869
6.97216,53.17158,ports_harbor.870
5.7806,52.94383,ports_harbor.871
3.8475,51.738,ports_harbor.872
13.16723,54.51171,ports_harbor.873
4.799995,52.78899,ports_harbor.874
11.96346,36.76882,ports_harbor.875
15.49309,40.05289,ports_harbor.876
-0.3904438,54.28277,ports_harbor.877
-60.73694,11.17909,ports_harbor.878
-1.276953,60.13479,ports_harbor.879
10.89252,35.67484,ports_harbor.880
8.494387,44.31214,ports_harbor.881
-81.1005,32.12485,ports_harbor.882
-78.13442,18.20734,ports_harbor.883
-84.3405,46.506,ports_harbor.884
-19.646,65.7535,ports_harbor.885
100.8946,12.63684,ports_harbor.886
130.2299,31.84344,ports_harbor.887
13.6395,54.5105,ports_harbor.888
129.7138,33.1562,ports_harbor.889
3.804,51.223,ports_harbor.890
143.2293,44.42909,ports_harbor.891
50.83893,28.87903,ports_harbor.892
9.035759,39.08766,ports_harbor.893
11.0835,59.2685,ports_harbor.894
-82.435,42.962,ports_harbor.895
111.4369,2.121078,ports_harbor.896
19.28307,45.23393,ports_harbor.897
-45.3952,-23.79547,ports_harbor.898
-44.36623,-2.583817,ports_harbor.899
-44.05597,-2.561493,ports_harbor.900
-15.45536,11.58646,ports_harbor.901
109.5063,18.226,ports_harbor.902
-8.803478,42.39728,ports_harbor.903
-3.027443,43.32986,ports_harbor.904
-46.35255,-23.95689,ports_harbor.905
-3.462054,43.4418,ports_harbor.906
7.91168,43.83806,ports_harbor.907
-69.8835,18.46565,ports_harbor.908
-56.35162,-34.78202,ports_harbor.909
-75.86171,20.00073,ports_harbor.910
-3.808037,43.45535,ports_harbor.911
-51.1705,-0.0585,ports_harbor.912
-8.989251,42.55901,ports_harbor.913
9.19487,41.23232,ports_harbor.914
-112.3108,27.43216,ports_harbor.915
-112.2609,27.33819,ports_harbor.916
-44.39502,-22.94365,ports_harbor.917
2.467712,39.51052,ports_harbor.918
15.266,37.11359,ports_harbor.919
-7.854732,43.68214,ports_harbor.920
-74.22186,11.24367,ports_harbor.921
11.87124,42.03581,ports_harbor.922
-78.57319,21.41276,ports_harbor.923
-60.68367,-31.6422,ports_harbor.924
1.539766,38.98368,ports_harbor.925
-68.51933,-50.01833,ports_harbor.926
-119.6875,34.4065,ports_harbor.927
1.283333,38.91667,ports_harbor.928
1.301219,38.97694,ports_harbor.929
7.786404,43.81715,ports_harbor.930
-6.352629,36.78983,ports_harbor.931
49.54542,40.20667,ports_harbor.932
18.016,-32.7435,ports_harbor.933
10.4495,64.32172,ports_harbor.934
11.76667,57.61666,ports_harbor.935
-82.7075,41.4675,ports_harbor.936
-6.81,61.8365,ports_harbor.937
12.6335,66.0215,ports_harbor.938
5.7475,58.858,ports_harbor.939
-22.721,64.0355,ports_harbor.940
10.2305,59.1185,ports_harbor.941
118.0958,5.823515,ports_harbor.942
-160.4995,55.33289,ports_harbor.943
-93.8504,18.30014,ports_harbor.944
-69.61459,19.22382,ports_harbor.945
134.3394,34.25686,ports_harbor.946
-4.396998,43.38628,ports_harbor.947
-73.15765,-36.7395,ports_harbor.948
-69.31108,18.44434,ports_harbor.949
-59.65688,-33.6745,ports_harbor.950
22.68356,38.36502,ports_harbor.951
-60.73333,-32.71667,ports_harbor.952
-112.0858,27.19037,ports_harbor.953
-60.7085,-32.6935,ports_harbor.954
-67.70934,-49.30677,ports_harbor.955
-110.6807,24.39575,ports_harbor.956
-66.1115,18.45,ports_harbor.957
-85.78966,11.46127,ports_harbor.958
-55.13499,-27.89386,ports_harbor.959
-122.3963,37.77395,ports_harbor.960
-58.52901,-34.43866,ports_harbor.961
-61.47018,10.28225,ports_harbor.962
-114.8244,30.99531,ports_harbor.963
-117.171,32.69722,ports_harbor.964
-15.41667,28.1,ports_harbor.965
-89.14233,21.35646,ports_harbor.966
0.6000215,40.61644,ports_harbor.967
-111.072,27.94569,ports_harbor.968
-112.1036,24.78627,ports_harbor.969
-105.2892,21.53808,ports_harbor.970
13.88764,42.956,ports_harbor.971
8.106287,43.92014,ports_harbor.972
-57.57463,-25.43356,ports_harbor.973
-71.61829,-33.5875,ports_harbor.974
-16.18333,28.5,ports_harbor.975
-81.71339,12.54056,ports_harbor.976
-16.46667,27.76667,ports_harbor.977
2.22917,41.41369,ports_harbor.978
36.41061,41.28342,ports_harbor.979
25.468,40.47425,ports_harbor.980
26.96096,37.75673,ports_harbor.981
20.6455,38.25317,ports_harbor.982
-79.83775,9.389473,ports_harbor.983
117.1615,-0.528,ports_harbor.984
50.06573,53.22302,ports_harbor.985
-69.32927,19.19783,ports_harbor.986
-38.51939,-12.96674,ports_harbor.987
-57.97492,-31.38438,ports_harbor.988
11.841,57.6605,ports_harbor.989
18.45,-33.91667,ports_harbor.990
-64.52736,18.3696,ports_harbor.991
-71.21853,21.32276,ports_harbor.992
-116.8504,31.98737,ports_harbor.993
1.131159,41.07375,ports_harbor.994
-95.20503,16.15722,ports_harbor.995
14.87216,38.55861,ports_harbor.996
4.743574,43.41861,ports_harbor.997
14.74636,40.67306,ports_harbor.998
42.67485,15.31722,ports_harbor.999
17.979,-33.02,ports_harbor.1000
-3.761144,50.2387,ports_harbor.1001
54.00435,16.95312,ports_harbor.1002
11.0469,35.39079,ports_harbor.1003
55.71883,26.6834,ports_harbor.1004
24.336,57.7505,ports_harbor.1005
137.0435,34.72131,ports_harbor.1006
134.3216,34.45176,ports_harbor.1007
133.2639,35.52293,ports_harbor.1008
135.3339,33.74369,ports_harbor.1009
-73.16666,46,ports_harbor.1010
-61.69746,16.33511,ports_harbor.1011
5.233333,43.41667,ports_harbor.1012
-2.821446,48.64669,ports_harbor.1013
-1.054764,45.95264,ports_harbor.1014
5.917467,43.08205,ports_harbor.1015
-70.91637,46.90499,ports_harbor.1016
-1.665272,43.3863,ports_harbor.1017
7.335436,43.68985,ports_harbor.1018
-61.27396,16.24992,ports_harbor.1019
-2.633333,47.21667,ports_harbor.1020
0.7583219,49.51842,ports_harbor.1021
6.635841,43.27196,ports_harbor.1022
-90.31667,29.95,ports_harbor.1023
-56.169,46.7805,ports_harbor.1024
-61.17722,14.74515,ports_harbor.1025
-2.533333,49.45,ports_harbor.1026
-76.21941,38.78793,ports_harbor.1027
-72.70422,19.11067,ports_harbor.1028
-2.016869,48.64616,ports_harbor.1029
4.809273,43.38274,ports_harbor.1030
-54.03018,5.498631,ports_harbor.1031
-66.054,45.265,ports_harbor.1032
-73.126,46.059,ports_harbor.1033
-2.244921,48.64003,ports_harbor.1034
-2.738081,48.52718,ports_harbor.1035
131.9157,32.97904,ports_harbor.1036
133.1588,33.93054,ports_harbor.1037
106.729,10.76643,ports_harbor.1038
-2.295187,35.11321,ports_harbor.1039
-0.2141553,39.65007,ports_harbor.1040
134.4371,34.76002,ports_harbor.1041
138.215,34.70151,ports_harbor.1042
138.2053,34.68715,ports_harbor.1043
-9.250999,32.3083,ports_harbor.1044
48.7944,28.06741,ports_harbor.1045
33.95058,26.74531,ports_harbor.1046
10.549,55.8645,ports_harbor.1047
-79.05927,8.628185,ports_harbor.1048
95.3185,5.8855,ports_harbor.1049
-91.18245,18.98288,ports_harbor.1050
-63.24258,17.61412,ports_harbor.1051
2.74839,39.50088,ports_harbor.1052
5.30207,51.69939,ports_harbor.1053
4.1669,52.0001,ports_harbor.1054
23.6595,70.6385,ports_harbor.1055
132.504,34.1403,ports_harbor.1056
38.7886,58.08002,ports_harbor.1057
52.73211,24.15887,ports_harbor.1058
-8.324671,51.84847,ports_harbor.1059
25.94155,43.83926,ports_harbor.1060
-6.7265,62.1135,ports_harbor.1061
141.6357,43.95541,ports_harbor.1062
120.6404,27.74491,ports_harbor.1063
23.2685,57.7795,ports_harbor.1064
-17.2795,14.711,ports_harbor.1065
10.7075,54.94,ports_harbor.1066
28.4418,59.75813,ports_harbor.1067
4.246635,51.90588,ports_harbor.1068
13.6355,45.07804,ports_harbor.1069
1.05092,49.44257,ports_harbor.1070
6.099125,53.14488,ports_harbor.1071
4.426435,51.88495,ports_harbor.1072
4.38942,51.88837,ports_harbor.1073
4.023197,51.94903,ports_harbor.1074
4.44847,51.90836,ports_harbor.1075
4.488038,51.89684,ports_harbor.1076
4.279685,51.88196,ports_harbor.1077
4.141812,51.94331,ports_harbor.1078
-5.055,55.8385,ports_harbor.1079
-68.12293,-67.56667,ports_harbor.1080
-6.334372,36.61813,ports_harbor.1081
-3.44812,56.02167,ports_harbor.1082
12.1165,54.137,ports_harbor.1083
51.07668,28.57182,ports_harbor.1084
-6.337569,52.25491,ports_harbor.1085
-9.559477,53.26677,ports_harbor.1086
-117.0735,32.36763,ports_harbor.1087
-60.5755,-33.016,ports_harbor.1088
11.61843,57.77139,ports_harbor.1089
-2.60545,36.75636,ports_harbor.1090
-120.2049,45.72353,ports_harbor.1091
4.46139,51.54275,ports_harbor.1092
22.5065,58.2135,ports_harbor.1093
-90.83334,30.05,ports_harbor.1094
22.812,57.508,ports_harbor.1095
24.79195,59.5603,ports_harbor.1096
5.860825,52.54169,ports_harbor.1097
-83.811,45.422,ports_harbor.1098
16.30209,43.39522,ports_harbor.1099
3.139621,50.94378,ports_harbor.1100
11.242,64.86301,ports_harbor.1101
5.999845,51.19395,ports_harbor.1102
14.69,55.0985,ports_harbor.1103
4.62869,52.19338,ports_harbor.1104
-60.95512,14.08075,ports_harbor.1105
11.3495,54.654,ports_harbor.1106
1.485648,41.16825,ports_harbor.1107
11.63931,57.69892,ports_harbor.1108
-77.14059,17.82,ports_harbor.1109
-0.9538991,45.94897,ports_harbor.1110
-123.1355,49.027,ports_harbor.1111
-86.52664,16.31734,ports_harbor.1112
-63.09195,18.19927,ports_harbor.1113
119.6275,35.345,ports_harbor.1114
-87.18333,30.53333,ports_harbor.1115
10.84458,45.88425,ports_harbor.1116
18.69332,42.51181,ports_harbor.1117
-72.91891,11.54786,ports_harbor.1118
-70.019,18.417,ports_harbor.1119
-52.12463,-32.09202,ports_harbor.1120
-67.68848,-53.7898,ports_harbor.1121
-69.22202,-51.61407,ports_harbor.1122
-84.07947,22.61447,ports_harbor.1123
-43.17784,-22.84982,ports_harbor.1124
-77.45482,18.47139,ports_harbor.1125
21.786,38.31,ports_harbor.1126
19.40795,41.3864,ports_harbor.1127
14.82852,38.54622,ports_harbor.1128
4.72043,52.25877,ports_harbor.1129
4.445665,52.18662,ports_harbor.1130
4.67208,52.1964,ports_harbor.1131
14.44778,45.32088,ports_harbor.1132
24.1045,56.9945,ports_harbor.1133
-23.8065,64.92101,ports_harbor.1134
7.634268,52.2574,ports_harbor.1135
0.7349631,51.4163,ports_harbor.1136
32.06,-28.806,ports_harbor.1137
4.42265,51.85358,ports_harbor.1138
28.23168,36.44347,ports_harbor.1139
7.613974,50.28594,ports_harbor.1140
5.57193,51.95987,ports_harbor.1141
7.59275,50.39395,ports_harbor.1142
-21.8823,64.1444,ports_harbor.1143
-14.224,65.0305,ports_harbor.1144
11.13241,45.04632,ports_harbor.1145
24.48055,35.37063,ports_harbor.1146
11.16493,58.80227,ports_harbor.1147
-58.92157,-27.50294,ports_harbor.1148
21.4462,61.61446,ports_harbor.1149
-1.914386,43.32047,ports_harbor.1150
28.28788,45.4164,ports_harbor.1151
9.6835,54.307,ports_harbor.1152
6.259546,58.33362,ports_harbor.1153
15.65029,38.125,ports_harbor.1154
12.101,49.0215,ports_harbor.1155
4.734935,52.04969,ports_harbor.1156
-122.206,37.503,ports_harbor.1157
9.14247,44.36031,ports_harbor.1158
-55.4665,-35.06252,ports_harbor.1159
140.5961,42.57435,ports_harbor.1160
101.3025,12.641,ports_harbor.1161
-65.08798,-43.31437,ports_harbor.1162
19.08256,59.75119,ports_harbor.1163
5.648925,51.79374,ports_harbor.1164
12.26111,44.46767,ports_harbor.1165
15.0585,44.022,ports_harbor.1166
21.453,61.1235,ports_harbor.1167
-15.9435,66.4535,ports_harbor.1168
5.13844,61.97716,ports_harbor.1169
73.27521,17.00143,ports_harbor.1170
9.5636,52.39535,ports_harbor.1171
50.1219,26.67255,ports_harbor.1172
33.27969,28.13406,ports_harbor.1173
56.36047,26.36585,ports_harbor.1174
18.5899,30.49602,ports_harbor.1175
51.61554,25.90255,ports_harbor.1176
51.57708,24.38338,ports_harbor.1177
-2.4205,35.1455,ports_harbor.1178
33.11378,28.34934,ports_harbor.1179
48.63461,28.12379,ports_harbor.1180
49.18322,27.55828,ports_harbor.1181
55.96272,25.81086,ports_harbor.1182
22.17178,32.9118,ports_harbor.1183
73.28371,16.89129,ports_harbor.1184
10.0515,56.4595,ports_harbor.1185
1.419227,51.3286,ports_harbor.1186
-4.3785,54.3225,ports_harbor.1187
50.68233,36.91936,ports_harbor.1188
60.74637,25.26861,ports_harbor.1189
79.31614,9.282866,ports_harbor.1190
13.22593,68.08712,ports_harbor.1191
-59.99561,-33.48032,ports_harbor.1192
145.5127,43.18406,ports_harbor.1193
56.07532,27.10832,ports_harbor.1194
23.71742,64.22203,ports_harbor.1195
9.603338,59.09293,ports_harbor.1196
24.01164,38.02345,ports_harbor.1197
0.4853011,49.48586,ports_harbor.1198
10.28727,36.80648,ports_harbor.1199
-87.77299,42.7345,ports_harbor.1200
-6.832,34.029,ports_harbor.1201
14.76399,44.75597,ports_harbor.1202
4.873245,51.69918,ports_harbor.1203
58.928,23.26276,ports_harbor.1204
-71.50748,-32.75757,ports_harbor.1205
-161.9141,59.74862,ports_harbor.1206
-3.124971,47.47674,ports_harbor.1207
56.26184,26.96098,ports_harbor.1208
-84.17033,9.425673,ports_harbor.1209
-73.47161,-42.14577,ports_harbor.1210
-71.19777,46.80629,ports_harbor.1211
118.7325,24.8285,ports_harbor.1212
49.48603,40.12889,ports_harbor.1213
108.647,21.68317,ports_harbor.1214
119.7287,39.82905,ports_harbor.1215
120.3201,36.05661,ports_harbor.1216
55.75161,26.95164,ports_harbor.1217
52.85699,24.92529,ports_harbor.1218
49.69734,40.26564,ports_harbor.1219
59.42179,22.65545,ports_harbor.1220
58.57026,23.62733,ports_harbor.1221
126.803,36.99305,ports_harbor.1222
11.2285,54.5045,ports_harbor.1223
4.574561,51.80379,ports_harbor.1224
4.95427,52.51009,ports_harbor.1225
0.2547098,51.46784,ports_harbor.1226
-70.2225,11.7045,ports_harbor.1227
-84.81905,9.974781,ports_harbor.1228
-87.1265,20.573,ports_harbor.1229
8.716666,3.783333,ports_harbor.1230
-54.94854,-34.95728,ports_harbor.1231
-105.5172,20.76983,ports_harbor.1232
-56.16176,-34.93118,ports_harbor.1233
-70.256,11.6295,ports_harbor.1234
-68.37968,18.49992,ports_harbor.1235
-70.8765,-53.1445,ports_harbor.1236
14.6255,45.02,ports_harbor.1237
13.823,44.8745,ports_harbor.1238
-90.96457,-0.9642623,ports_harbor.1239
-70.83615,18.34426,ports_harbor.1240
-101.0576,17.2763,ports_harbor.1241
-105.2428,20.65911,ports_harbor.1242
-77.25813,21.56403,ports_harbor.1243
-88.61652,15.69841,ports_harbor.1244
-86.76758,12.19835,ports_harbor.1245
-116.8818,32.0554,ports_harbor.1246
-13.86667,28.5,ports_harbor.1247
-62.0705,-38.924,ports_harbor.1248
-15.713,27.7795,ports_harbor.1249
-70.70055,19.802,ports_harbor.1250
-113.546,31.3069,ports_harbor.1251
-76.59891,21.20136,ports_harbor.1252
-62.70996,8.333121,ports_harbor.1253
-81.05491,7.925997,ports_harbor.1254
-72.97786,-41.49836,ports_harbor.1255
-58.36666,-34.6,ports_harbor.1256
-92.41003,14.71101,ports_harbor.1257
-112.6934,29.90011,ports_harbor.1258
-64.64632,10.22559,ports_harbor.1259
-83.29739,8.538945,ports_harbor.1260
-62.3035,-38.782,ports_harbor.1261
-83.73003,22.77519,ports_harbor.1262
-111.3086,25.81975,ports_harbor.1263
-13.8545,28.4865,ports_harbor.1264
-16.843,28.246,ports_harbor.1265
-15.378,27.9725,ports_harbor.1266
-77.21417,21.54605,ports_harbor.1267
-15.7665,27.8135,ports_harbor.1268
-15.711,28.0985,ports_harbor.1269
-15.41667,28.15,ports_harbor.1270
-17.895,27.783,ports_harbor.1271
-17.9,27.78333,ports_harbor.1272
-16.545,28.4205,ports_harbor.1273
-16.613,28.0165,ports_harbor.1274
-16.376,28.291,ports_harbor.1275
-16.48333,28.05,ports_harbor.1276
-87.93837,15.83528,ports_harbor.1277
-72.82175,-45.46635,ports_harbor.1278
-85.963,16.00613,ports_harbor.1279
-76.53999,21.22786,ports_harbor.1280
-13.705,28.913,ports_harbor.1281
-83.38185,14.0226,ports_harbor.1282
-68.01056,10.48358,ports_harbor.1283
-71.96002,12.25471,ports_harbor.1284
-80.013,-3.243,ports_harbor.1285
-62.09684,-38.89376,ports_harbor.1286
-90.30975,-0.7471249,ports_harbor.1287
-67.62961,5.654594,ports_harbor.1288
-82.87434,8.211958,ports_harbor.1289
-96.49298,15.66377,ports_harbor.1290
-60.75,-32.65,ports_harbor.1291
35.49606,45.11636,ports_harbor.1292
15.78663,43.73212,ports_harbor.1293
15.79961,43.72321,ports_harbor.1294
-72.27687,21.73722,ports_harbor.1295
-81.3747,13.35296,ports_harbor.1296
-75.301,39.877,ports_harbor.1297
-75.359,39.8245,ports_harbor.1298
-89.67046,21.31052,ports_harbor.1299
14.03,40.7685,ports_harbor.1300
14.94636,44.5803,ports_harbor.1301
-83.56767,13.40928,ports_harbor.1302
24.57774,40.76054,ports_harbor.1303
